,State,State ID,District,District ID,Year,ABY,Year2017,Year2018,Year2019,2018andABY,2019andABY,% Institutional deliveries to Total Reported Deliveries,Total Number of reported live births,% live birth to Reported Birth,% Newborns having weight less than 2.5 kg to Newborns weighed at birth,% Newborns given OPV0 at birth to Reported live birth,% Newborns given BCG to Reported live birth,% Newborns given Hep-B0(Birth Dose)at birth to Reported live birth,% Infants 0 to 11 months old who received Measles+ MR vaccine to reported live births,No of children 16-24 months age given Measles Rubella Vaccine 2nd dose,Total Number of Infant Deaths reported,Total no. maternal deaths,Total number of pregnant women Registered for ANC,MMR,IMR,Doctor,Sub Centres,PHCs,CHCs,Sub Divisional Hospitals,District Hospitals,Total Health Centres,GDP_PC,Poor_GDP_PC
194,Bihar,5,Arwal,2,2019,1,0,0,1,0,1,89.3,10787,99.0,11.1,101.6,129.1,91.6,154.1,14934,179,10,15526,92.7,16.59,165,63,33,33,33,3,99,46013,1
195,Bihar,5,Aurangabad,3,2017,0,1,0,0,0,0,68.7,48031,99.0,8.9,82.5,114.3,66.1,123.8,0,98,23,76551,47.89,2.04,68,248,72,3,1,3,327,38630,1
196,Bihar,5,Aurangabad,3,2018,1,0,1,0,1,0,71.3,45861,99.1,9.6,86.6,123.5,70.5,109.6,11617,93,13,84844,28.35,2.03,105,248,72,3,1,3,327,43822,1
197,Bihar,5,Aurangabad,3,2019,1,0,0,1,0,1,74.8,44328,99.1,8.4,87.5,125.2,74.8,147,58853,112,17,81487,38.35,2.53,165,248,72,3,1,3,327,46013,1
198,Bihar,5,Banka,4,2017,0,1,0,0,0,0,87.3,40889,98.4,11.9,89.9,121.5,79.1,123.9,0,853,73,57975,178.53,20.86,68,251,42,3,3,2,298,38630,1
199,Bihar,5,Banka,4,2018,1,0,1,0,1,0,89.4,39842,98.6,14.5,85.1,117.2,78.4,126.6,13910,549,58,58408,145.58,13.78,105,251,42,3,3,2,298,43822,1
200,Bihar,5,Banka,4,2019,1,0,0,1,0,1,91.3,36681,98.7,13.6,89.2,124.5,76.7,136.7,44651,482,62,55313,169.02,13.14,165,251,42,3,3,2,298,46013,1
201,Bihar,5,Begusarai,5,2017,0,1,0,0,0,0,84.6,72720,99.1,8.3,91.3,112.8,73.4,112.5,0,244,23,98180,31.63,3.36,68,293,44,2,2,3,342,38630,1
202,Bihar,5,Begusarai,5,2018,1,0,1,0,1,0,78.4,73057,99.2,7.2,96.3,110.2,68.0,99.7,17468,171,18,100013,24.64,2.34,105,293,44,2,1,3,343,43822,1
203,Bihar,5,Begusarai,5,2019,1,0,0,1,0,1,83.1,77458,99.2,7.9,87.5,103.1,65.5,106.9,80251,123,40,103919,51.64,1.59,165,293,44,2,1,3,343,46013,1
204,Bihar,5,Bhagalpur,6,2017,0,1,0,0,0,0,82.8,64292,98.2,7.5,83.6,118.7,69.4,117,1,2002,252,91919,391.96,31.14,68,331,74,3,2,4,414,38630,1
205,Bihar,5,Bhagalpur,6,2018,1,0,1,0,1,0,86.7,61486,98.2,8.6,81.3,121.9,74.4,104.6,15338,1673,147,90282,239.08,27.21,105,333,74,3,2,4,416,43822,1
206,Bihar,5,Bhagalpur,6,2019,1,0,0,1,0,1,88.8,55423,98.3,9.9,91.6,127.2,78.8,129.7,68747,1536,155,82214,279.67,27.71,165,333,74,3,2,4,416,46013,1
207,Bihar,5,Bhojpur,7,2017,0,1,0,0,0,0,88.7,42759,98.7,11.3,125.2,157.6,108.8,122.8,0,153,10,64116,23.39,3.58,68,301,45,3,1,3,353,38630,1
208,Bihar,5,Bhojpur,7,2018,1,0,1,0,1,0,91.6,41266,98.8,10.5,129.0,160.7,108.8,104.8,4272,122,44,56831,106.63,2.96,105,301,45,3,1,3,353,43822,1
209,Bihar,5,Bhojpur,7,2019,1,0,0,1,0,1,92.0,39308,98.8,10.2,111.3,141.4,90.9,146.7,50207,223,30,56936,76.32,5.67,165,301,45,3,1,3,353,46013,1
210,Bihar,5,Buxar,8,2017,0,1,0,0,0,0,89.1,24309,98.9,13.5,101.7,157.0,81.6,152.4,0,209,38,44905,156.32,8.6,68,150,38,38,1,3,192,38630,1
211,Bihar,5,Buxar,8,2018,1,0,1,0,1,0,88.3,23637,99.0,11.8,106.0,161.7,84.9,145.2,6757,224,32,49394,135.38,9.48,105,150,39,39,1,3,193,43822,1
212,Bihar,5,Buxar,8,2019,1,0,0,1,0,1,89.8,22460,99.0,11.8,113.7,168.1,90.3,169.7,35427,159,16,45327,71.24,7.08,165,150,39,39,1,3,193,46013,1
213,Bihar,5,Darbhanga,9,2017,0,1,0,0,0,0,67.6,79426,98.8,5.3,78.7,132.7,60.1,119.3,0,48,8,129053,10.07,0.6,68,260,71,2,2,3,338,38630,1
214,Bihar,5,Darbhanga,9,2018,1,0,1,0,1,0,74.1,83728,98.7,8.8,83.0,142.5,70.2,107.1,24513,47,11,136561,13.14,0.56,105,260,71,2,2,3,338,43822,1
215,Bihar,5,Darbhanga,9,2019,1,0,0,1,0,1,80.1,77167,98.7,7.8,70.6,133.6,57.1,125.5,89309,50,18,134553,23.33,0.65,165,260,71,2,2,3,338,46013,1
216,Bihar,5,East Champaran,10,2017,0,1,0,0,0,0,69.0,104855,99.3,5.9,72.6,141.0,54.5,131.3,0,307,51,172264,48.64,2.93,68,411,102,3,3,3,519,38630,1
217,Bihar,5,East Champaran,10,2018,1,0,1,0,1,0,68.8,97344,99.2,6.2,71.8,149.4,55.9,107.2,10608,175,53,165535,54.45,1.8,105,415,104,3,3,3,525,43822,1
218,Bihar,5,East Champaran,10,2019,1,0,0,1,0,1,77.9,85871,99.3,8.6,89.0,165.2,72.5,157.2,118916,246,48,159880,55.9,2.86,165,415,104,3,3,3,525,46013,1
219,Bihar,5,Gaya,11,2017,0,1,0,0,0,0,66.6,77559,98.6,8.6,87.8,143.7,66.2,131,0,443,65,134435,83.81,5.71,68,475,89,89,2,4,570,38630,1
220,Bihar,5,Gaya,11,2018,1,0,1,0,1,0,68.7,74541,98.9,9.1,80.9,140.0,62.1,131.3,21914,331,43,129490,57.69,4.44,105,475,91,1,2,4,573,43822,1
221,Bihar,5,Gaya,11,2019,1,0,0,1,0,1,73.0,67135,98.8,9.5,86.0,148.5,64.9,160.8,94880,176,27,124477,40.22,2.62,165,475,91,1,2,4,573,46013,1
222,Bihar,5,Gopalganj,12,2017,0,1,0,0,0,0,86.8,45482,98.6,8.9,105.4,159.4,84.9,146.8,0,41,20,97988,43.97,0.9,68,190,37,3,1,3,234,38630,1
223,Bihar,5,Gopalganj,12,2018,1,0,1,0,1,0,89.3,41989,98.8,14.2,107.6,164.1,92.7,148.2,18858,86,25,100092,59.54,2.05,105,190,37,3,1,3,234,43822,1
224,Bihar,5,Gopalganj,12,2019,1,0,0,1,0,1,92.2,35736,98.8,15.7,113.8,166.6,99.0,161.7,61961,52,25,73087,69.96,1.46,165,190,37,3,1,3,234,46013,1
225,Bihar,5,Jamui,13,2017,0,1,0,0,0,0,72.9,43895,98.7,6.2,74.0,107.3,69.1,98.3,0,261,37,50368,84.29,5.95,68,221,39,3,3,3,266,38630,1
226,Bihar,5,Jamui,13,2018,1,0,1,0,1,0,73.3,45054,98.7,6.4,71.3,106.0,67.1,96.9,12347,205,37,56735,82.12,4.55,105,234,39,3,3,3,279,43822,1
227,Bihar,5,Jamui,13,2019,1,0,0,1,0,1,77.6,39853,98.9,8.8,79.3,114.9,73.6,106.6,36758,138,25,58412,62.73,3.46,165,234,39,3,3,3,279,46013,1
228,Bihar,5,Jehanabad,14,2017,0,1,0,0,0,0,94.5,15069,98.5,18.5,136.6,172.0,97.1,161,0,160,30,29899,199.08,10.62,68,111,39,1,1,3,154,38630,1
229,Bihar,5,Jehanabad,14,2018,1,0,1,0,1,0,94.2,15239,98.7,18.3,135.9,170.5,102.8,169.7,7675,78,9,30840,59.06,5.12,105,111,38,1,1,3,153,43822,1
230,Bihar,5,Jehanabad,14,2019,1,0,0,1,0,1,94.4,13523,98.6,17.8,135.6,171.4,108.4,187.8,23045,69,3,26439,22.18,5.1,165,111,38,1,1,3,153,46013,1
231,Bihar,5,Kaimur Bhabua,15,2017,0,1,0,0,0,0,92.3,27350,98.9,14.0,91.9,142.5,83.1,131.1,0,157,17,48516,62.16,5.74,68,177,30,2,1,3,213,38630,1
232,Bihar,5,Kaimur Bhabua,15,2018,1,0,1,0,1,0,93.1,25231,98.9,16.0,98.0,137.9,79.5,140.4,10680,303,27,45641,107.01,12.01,105,178,30,2,1,3,214,43822,1
233,Bihar,5,Kaimur Bhabua,15,2019,1,0,0,1,0,1,92.5,28109,98.9,15.5,90.1,128.8,81.4,146.6,39188,321,26,46616,92.5,11.42,165,178,30,2,1,3,214,46013,1
234,Bihar,5,Katihar,16,2017,0,1,0,0,0,0,79.5,80517,98.7,8.5,84.8,121.0,69.4,111.6,0,151,38,108540,47.2,1.88,68,342,62,1,2,3,410,38630,1
235,Bihar,5,Katihar,16,2018,1,0,1,0,1,0,83.1,77406,98.7,7.8,88.3,126.3,74.9,91.2,17851,118,9,105797,11.63,1.52,105,342,63,1,2,3,411,43822,1
236,Bihar,5,Katihar,16,2019,1,0,0,1,0,1,86.2,82406,98.8,6.8,86.0,120.2,75.4,102.3,75359,54,14,107094,16.99,0.66,165,342,63,1,2,3,411,46013,1
237,Bihar,5,Khagaria,17,2017,0,1,0,0,0,0,81.9,45770,98.9,11.5,96.3,119.3,80.9,121.3,0,66,2,58577,4.37,1.44,68,188,32,1,1,3,224,38630,1
238,Bihar,5,Khagaria,17,2018,1,0,1,0,1,0,82.8,45310,98.8,7.9,91.9,110.1,79.6,87.1,4809,25,9,59557,19.86,0.55,105,188,32,1,1,3,224,43822,1
239,Bihar,5,Khagaria,17,2019,1,0,0,1,0,1,82.7,43586,98.9,10.0,95.6,115.9,72.7,117.5,48205,14,3,55636,6.88,0.32,165,188,32,1,1,3,224,46013,1
240,Bihar,5,Kishanganj,18,2017,0,1,0,0,0,0,67.8,40816,98.3,11.8,76.3,125.5,62.3,115.3,0,599,26,59399,63.7,14.68,68,155,19,1,1,4,179,38630,1
241,Bihar,5,Kishanganj,18,2018,1,0,1,0,1,0,65.5,43968,98.4,10.8,77.1,120.7,60.7,99.7,12587,925,39,66010,88.7,21.04,105,155,19,1,1,4,179,43822,1
242,Bihar,5,Kishanganj,18,2019,1,0,0,1,0,1,70.1,39588,98.6,13.0,82.1,125.7,64.8,119.5,47798,610,28,66953,70.73,15.41,165,155,19,1,1,4,179,46013,1
243,Bihar,5,Lakhisarai,19,2017,0,1,0,0,0,0,76.2,20387,98.7,8.1,84.6,118.2,75.4,133.5,0,27,8,28802,39.24,1.32,68,102,21,1,1,3,127,38630,1
244,Bihar,5,Lakhisarai,19,2018,1,0,1,0,1,0,80.5,18633,98.9,8.9,84.5,126.7,82.0,140.5,8771,18,3,28650,16.1,0.97,105,102,21,1,1,3,127,43822,1
245,Bihar,5,Lakhisarai,19,2019,1,0,0,1,0,1,82.6,17091,98.5,9.8,92.1,133.0,84.2,148,24770,20,8,26934,46.81,1.17,165,102,21,1,1,3,127,46013,1
246,Bihar,5,Madhepura,20,2017,0,1,0,0,0,0,83.5,57569,98.7,17.0,85.0,109.1,78.2,109.3,0,76,7,64608,12.16,1.32,68,273,37,37,37,3,313,38630,1
247,Bihar,5,Madhepura,20,2018,1,0,1,0,1,0,86.8,54381,98.4,16.0,86.1,110.9,82.7,95.6,8123,10,7,62546,12.87,0.18,105,273,37,37,1,3,314,43822,1
248,Bihar,5,Madhepura,20,2019,1,0,0,1,0,1,86.7,53912,98.8,17.3,89.5,113.5,80.8,103.4,52429,18,2,66620,3.71,0.33,165,273,37,37,1,3,314,46013,1
249,Bihar,5,Madhubani,21,2017,0,1,0,0,0,0,69.9,85728,99.0,4.9,73.5,134.3,58.3,128.1,0,161,46,129504,53.66,1.88,68,439,96,1,1,3,540,38630,1
250,Bihar,5,Madhubani,21,2018,1,0,1,0,1,0,76.5,77529,99.0,7.2,80.7,140.4,67.1,107.3,15981,163,38,129260,49.01,2.1,105,439,96,1,1,3,540,43822,1
251,Bihar,5,Madhubani,21,2019,1,0,0,1,0,1,84.8,100656,99.3,7.7,60.1,105.5,49.0,102.3,97023,151,32,127222,31.79,1.5,165,439,96,1,1,3,540,46013,1
252,Bihar,5,Munger,22,2017,0,1,0,0,0,0,91.3,24071,98.1,11.3,92.6,117.4,78.2,99.5,0,271,33,39870,137.09,11.26,68,154,34,34,1,3,192,38630,1
253,Bihar,5,Munger,22,2018,1,0,1,0,1,0,90.5,24194,98.5,15.1,88.9,116.1,79.5,98.2,6872,279,15,35543,62.0,11.53,105,154,34,34,1,3,192,43822,1
254,Bihar,5,Munger,22,2019,1,0,0,1,0,1,92.0,24697,98.4,11.1,84.0,105.4,73.6,104.7,26802,223,20,30331,80.98,9.03,165,154,34,34,1,3,192,46013,1
255,Bihar,5,Muzaffarpur,23,2017,0,1,0,0,0,0,62.8,85652,98.9,8.1,75.0,122.3,56.7,115.2,57,239,72,139429,84.06,2.79,68,500,103,1,1,4,608,38630,1
256,Bihar,5,Muzaffarpur,23,2018,1,0,1,0,1,0,71.5,91191,98.9,8.4,73.0,122.9,54.4,117.5,26084,414,6,153584,6.58,4.54,105,500,103,1,1,4,608,43822,1
257,Bihar,5,Muzaffarpur,23,2019,1,0,0,1,0,1,76.1,88410,99.0,8.5,72.8,122.1,54.5,127.3,108825,274,8,144899,9.05,3.1,165,500,103,1,1,4,608,46013,1
258,Bihar,5,Nalanda,24,2017,0,1,0,0,0,0,86.4,55369,98.8,13.6,80.3,121.3,75.4,125.6,0,347,24,76948,43.35,6.27,68,368,70,4,2,4,448,38630,1
259,Bihar,5,Nalanda,24,2018,1,0,1,0,1,0,88.2,52017,98.8,16.4,87.4,128.9,81.2,136.3,19880,168,12,81887,23.07,3.23,105,368,70,4,2,4,448,43822,1
260,Bihar,5,Nalanda,24,2019,1,0,0,1,0,1,92.3,48217,99.0,15.6,96.4,136.8,89.5,151.4,69472,99,6,86490,12.44,2.05,165,368,70,4,2,4,448,46013,1
261,Bihar,5,Nawada,25,2017,0,1,0,0,0,0,80.9,39577,98.4,6.8,92.8,144.5,81.8,138,9,56,17,61832,42.95,1.41,68,173,51,1,1,3,229,38630,1
262,Bihar,5,Nawada,25,2018,1,0,1,0,1,0,81.1,38934,98.5,7.3,85.4,142.3,80.4,142.4,15904,26,2,66154,5.14,0.67,105,173,52,1,1,3,230,43822,1
263,Bihar,5,Nawada,25,2019,1,0,0,1,0,1,82.1,37699,98.8,8.0,85.4,137.0,76.8,139.2,50363,22,4,60246,10.61,0.58,165,173,52,1,1,3,230,46013,1
264,Bihar,5,Patna,26,2017,0,1,0,0,0,0,91.9,71505,98.6,11.5,117.4,179.7,90.5,178.7,0,1619,158,163322,220.96,22.64,68,382,104,4,4,4,498,38630,1
265,Bihar,5,Patna,26,2018,1,0,1,0,1,0,95.1,73104,98.6,10.1,118.6,177.6,93.8,144,23277,1036,147,160377,201.08,14.17,105,384,105,4,4,5,502,43822,1
266,Bihar,5,Patna,26,2019,1,0,0,1,0,1,97.8,64292,98.7,12.7,123.4,190.5,97.4,199.4,123451,484,134,161540,208.42,7.53,165,384,106,4,4,5,503,46013,1
267,Bihar,5,Purnia,27,2017,0,1,0,0,0,0,84.5,94085,98.5,11.9,86.9,111.7,71.6,103.7,0,1049,36,123771,38.26,11.15,68,474,56,2,1,3,536,38630,1
268,Bihar,5,Purnia,27,2018,1,0,1,0,1,0,86.8,89308,98.7,12.1,93.6,118.4,77.1,86.8,9132,1032,55,111917,61.58,11.56,105,474,56,2,1,3,536,43822,1
269,Bihar,5,Purnia,27,2019,1,0,0,1,0,1,90.2,85045,98.7,11.5,99.6,124.7,81.6,109.7,85624,569,36,114794,42.33,6.69,165,474,56,2,1,3,536,46013,1
270,Bihar,5,Rohtas,28,2017,0,1,0,0,0,0,86.2,34045,98.9,9.2,115.6,186.9,89.0,204.8,0,30,6,73367,17.62,0.88,68,249,55,2,2,3,311,38630,1
271,Bihar,5,Rohtas,28,2018,1,0,1,0,1,0,80.6,33741,99.0,14.6,108.4,177.8,83.3,194.6,16162,54,36,78418,106.7,1.6,105,249,56,2,2,3,312,43822,1
272,Bihar,5,Rohtas,28,2019,1,0,0,1,0,1,87.6,44061,99.2,14.8,89.2,135.7,61.9,159.1,63330,30,18,84343,40.85,0.68,165,249,56,2,2,3,312,46013,1
273,Bihar,5,Saharsa,29,2017,0,1,0,0,0,0,81.8,47719,98.5,15.2,91.7,119.8,82.1,116.1,0,268,9,62546,18.86,5.62,68,167,42,42,42,3,212,38630,1
274,Bihar,5,Saharsa,29,2018,1,0,1,0,1,0,82.3,50730,98.8,14.3,91.5,116.2,83.7,100.8,12366,259,7,64816,13.8,5.11,105,170,44,44,44,3,217,43822,1
275,Bihar,5,Saharsa,29,2019,1,0,0,1,0,1,86.9,47245,98.9,13.9,93.0,116.7,82.9,119.8,50917,207,9,62338,19.05,4.38,165,170,44,44,44,3,217,46013,1
276,Bihar,5,Samastipur,30,2017,0,1,0,0,0,0,93.9,99936,99.0,8.8,99.7,114.0,94.7,114.8,0,1019,84,127535,84.05,10.2,68,358,70,1,3,3,435,38630,1
277,Bihar,5,Samastipur,30,2018,1,0,1,0,1,0,93.7,96566,99.0,8.8,99.1,113.4,93.7,77.3,12578,703,61,118586,63.17,7.28,105,358,70,1,3,3,435,43822,1
278,Bihar,5,Samastipur,30,2019,1,0,0,1,0,1,95.1,90585,98.9,10.3,103.3,117.6,91.8,128.2,103805,544,56,129620,61.82,6.01,165,358,70,1,3,3,435,46013,1
279,Bihar,5,Saran,31,2017,0,1,0,0,0,0,71.6,72733,99.0,8.4,78.7,127.6,67.8,128.2,8,111,16,99771,22.0,1.53,68,396,63,3,1,3,466,38630,1
280,Bihar,5,Saran,31,2018,1,0,1,0,1,0,72.5,71574,99.1,8.4,81.8,128.1,71.9,112.2,14827,99,14,115200,19.56,1.38,105,396,63,3,1,3,466,43822,1
281,Bihar,5,Saran,31,2019,1,0,0,1,0,1,77.1,69611,99.1,9.5,86.1,127.5,72.7,141.7,92147,53,20,117035,28.73,0.76,165,396,63,3,1,3,466,46013,1
282,Bihar,5,Sheikhpura,32,2017,0,1,0,0,0,0,87.3,15910,98.8,10.3,84.4,110.5,79.5,107.9,0,53,4,20360,25.14,3.33,68,87,23,1,1,3,114,38630,1
283,Bihar,5,Sheikhpura,32,2018,1,0,1,0,1,0,88.9,14939,98.7,8.7,85.1,112.0,77.6,112.5,4235,85,9,18385,60.24,5.69,105,106,23,1,1,3,133,43822,1
284,Bihar,5,Sheikhpura,32,2019,1,0,0,1,0,1,92.0,13777,98.7,9.9,93.4,116.5,87.0,116.5,15200,29,5,18158,36.29,2.1,165,106,23,1,1,3,133,46013,1
285,Bihar,5,Sheohar,33,2017,0,1,0,0,0,0,74.1,14366,98.5,8.3,121.9,151.5,73.0,121.9,3,83,8,20670,55.69,5.78,68,97,14,14,14,3,114,38630,1
286,Bihar,5,Sheohar,33,2018,1,0,1,0,1,0,73.8,14662,98.6,6.1,114.6,157.8,62.9,119,5206,43,7,23349,47.74,2.93,105,97,14,14,14,3,114,43822,1
287,Bihar,5,Sheohar,33,2019,1,0,0,1,0,1,77.2,13719,98.7,5.8,96.9,132.1,53.1,127.1,16298,52,5,19391,36.45,3.79,165,97,14,14,14,3,114,46013,1
288,Bihar,5,Sitamarhi,34,2017,0,1,0,0,0,0,77.4,62263,98.7,7.3,94.7,158.7,70.4,158.7,0,326,14,109703,22.49,5.24,68,208,57,1,1,3,269,38630,1
289,Bihar,5,Sitamarhi,34,2018,1,0,1,0,1,0,77.6,65887,98.7,7.0,91.0,148.0,72.6,138.8,18300,156,12,115465,18.21,2.37,105,208,57,1,1,3,269,43822,1
290,Bihar,5,Sitamarhi,34,2019,1,0,0,1,0,1,78.1,58629,98.9,6.2,94.3,158.4,79.6,149.3,68490,102,5,107776,8.53,1.74,165,208,57,1,1,3,269,46013,1
291,Bihar,5,Siwan,35,2017,0,1,0,0,0,0,75.7,55117,99.0,6.5,99.5,150.4,74.1,157.5,0,72,35,101540,63.5,1.31,68,380,68,3,1,3,455,38630,1
292,Bihar,5,Siwan,35,2018,1,0,1,0,1,0,80.0,49390,98.9,7.3,99.4,157.5,77.9,151.3,16292,61,15,105906,30.37,1.24,105,380,68,3,1,3,455,43822,1
293,Bihar,5,Siwan,35,2019,1,0,0,1,0,1,87.3,44837,99.0,5.7,101.4,161.4,75.0,197,78252,114,20,103949,44.61,2.54,165,380,68,3,1,3,455,46013,1
294,Bihar,5,Supaul,36,2017,0,1,0,0,0,0,87.2,54800,98.7,10.4,85.5,114.5,80.7,107.2,0,246,33,68706,60.22,4.49,68,174,33,2,2,3,212,38630,1
295,Bihar,5,Supaul,36,2018,1,0,1,0,1,0,86.4,57667,98.9,10.1,83.1,111.2,81.6,93.4,15361,218,24,73054,41.62,3.78,105,174,33,2,2,3,212,43822,1
296,Bihar,5,Supaul,36,2019,1,0,0,1,0,1,88.2,59647,99.0,14.8,82.8,105.5,72.4,99.9,53759,271,37,74301,62.03,4.54,165,174,33,2,2,3,212,46013,1
297,Bihar,5,Vaishali,37,2017,0,1,0,0,0,0,93.6,68626,99.0,6.1,95.1,125.4,86.2,127.6,0,295,24,99490,34.97,4.3,68,337,52,3,1,3,396,38630,1
298,Bihar,5,Vaishali,37,2018,1,0,1,0,1,0,95.5,67742,99.0,9.4,94.2,121.6,82.9,128.5,23172,294,7,109661,10.33,4.34,105,337,52,3,1,3,396,43822,1
299,Bihar,5,Vaishali,37,2019,1,0,0,1,0,1,97.8,64932,99.1,14.6,98.0,122.6,88.9,156,95116,432,6,111381,9.24,6.65,165,337,52,3,1,3,396,46013,1
300,Bihar,5,West Champaran,38,2017,0,1,0,0,0,0,77.8,88967,98.9,4.2,95.4,128.4,70.8,121.7,0,244,23,137163,25.85,2.74,68,554,54,54,1,3,612,38630,1
301,Bihar,5,West Champaran,38,2018,1,0,1,0,1,0,78.7,91805,99.0,4.5,96.3,129.6,77.9,116.6,22652,126,18,159085,19.61,1.37,105,554,55,55,1,3,613,43822,1
302,Bihar,5,West Champaran,38,2019,1,0,0,1,0,1,79.9,83529,99.0,6.5,100.8,132.1,79.4,133.4,91997,124,25,145460,29.93,1.48,165,554,55,55,1,3,613,46013,1
303,Chandigarh,6,Chandigarh,1,2017,0,1,0,0,0,0,99.7,28950,97.6,20.9,95.2,96.2,87.6,54.6,9501,1355,6,41894,20.73,46.8,38,4,46,2,1,4,57,296434,0
304,Chandigarh,6,Chandigarh,1,2018,1,0,1,0,1,0,99.8,28792,97.8,22.1,95.0,95.9,78.6,63.9,17431,1553,15,42358,52.1,53.94,0,,48.0,2.0,1.0,4.0,55.0,329208,0
305,Chandigarh,6,Chandigarh,1,2019,1,0,0,1,0,1,99.9,26824,97.7,24.7,92.8,93.3,85.0,57.2,14211,1260,17,34724,63.38,46.97,1133,,48.0,2.0,1.0,4.0,55.0,345669,0
306,Chhattisgarh,7,Balod,1,2017,0,1,0,0,0,0,98.9,10348,98.0,18.7,103.6,109.7,75.6,114.4,0,215,25,13765,241.59,20.78,31,196,30,8,8,1,235,89812,1
